"tiles-wrapper src","tiles-wrapper","pull-left src","pull-left","col-xs-12"
"https://www.jfkairport.com/static/img/srs/Food-and-Beverage.svg","Tigin's Irish Pub & Restaurant","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_4.png","Gate A7","Restaurants, Bar"
"","Time to Fly","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_4.png","Retail Hall - West",""
"https://www.jfkairport.com/static/img/srs/Services-and-Amenities.svg","Travelers Aid","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_4.png","East Arrivals Hall
 (718) 656-4870","Airport Information"
"https://www.jfkairport.com/static/img/srs/Services-and-Amenities.svg","Travelex US Dollar ATM","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_4.png","Arrivals - Domestic Baggage Claim","ATM"
"https://www.jfkairport.com/static/img/srs/Services-and-Amenities.svg","Travelex US Dollar ATM","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_4.png","Arrivals - Near Baggage Claim 2","ATM"
"https://www.jfkairport.com/static/img/srs/Services-and-Amenities.svg","Travelex US Dollar ATM","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_4.png","Arrivals - Near Restrooms East End","ATM"
"https://www.jfkairport.com/static/img/srs/Services-and-Amenities.svg","Travelex US Dollar ATM","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_4.png","Departures - Near Gate A3","ATM"
"https://www.jfkairport.com/static/img/srs/Services-and-Amenities.svg","Travelex US Dollar ATM","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_4.png","Departures - Near Gate B24","ATM"
"https://www.jfkairport.com/static/img/srs/Services-and-Amenities.svg","Travelex US Dollar ATM","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_4.png","Departures - Near Gate B30","ATM"
"https://www.jfkairport.com/static/img/srs/Services-and-Amenities.svg","Travelex US Dollar ATM","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_4.png","Departures - Retail Hall East","ATM"
"https://www.jfkairport.com/static/img/srs/Services-and-Amenities.svg","Travelex US Dollar ATM","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_4.png","Departures - Retail Hall West","ATM"
"https://www.jfkairport.com/static/img/srs/Services-and-Amenities.svg","Travelex US Dollar ATM","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_4.png","Departures - West End","ATM"
"https://www.jfkairport.com/static/img/srs/Shop.svg","TUMI","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_4.png","Retail Hall - West","Fashion & Accessories"
"https://www.jfkairport.com/static/img/srs/Food-and-Beverage.svg","Uptown Brasserie","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_4.png","Gate B32","Restaurants, Bar"
"https://www.jfkairport.com/static/img/srs/Food-and-Beverage.svg","Urban Crave","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_4.png","2 - B42 - B51","$2 Water"
"https://www.jfkairport.com/static/img/srs/Food-and-Beverage.svg","Urban Crave","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_4.png","Gate B46","Restaurants, Bar"
"https://www.jfkairport.com/static/img/srs/Shop.svg","Victoria's Secret","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_4.png","Retail Hall - West","Fashion & Accessories"
"https://www.jfkairport.com/static/img/srs/Services-and-Amenities.svg","Virgin Clubhouse","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_4.png","Gate A5","Lounges"
"https://www.jfkairport.com/static/img/srs/Services-and-Amenities.svg","Welcome Center","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_4.png","Outside Arrivals Area","Ground Transportation"
"https://www.jfkairport.com/static/img/srs/Services-and-Amenities.svg","Wing Tips Lounge","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_4.png","4th Floor","Lounges"
"https://www.jfkairport.com/static/img/srs/Services-and-Amenities.svg","Women Restroom","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_4.png","Departures, Level 2 (near Gate B46)","Restrooms"
"https://www.jfkairport.com/static/img/srs/Services-and-Amenities.svg","XpresCheck COVID Testing Facility","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_4.png","Arrivals Hall","Medical Office"
"https://www.jfkairport.com/static/img/srs/Beauty-and-Spa.svg","XpresSpa (Temporarily Closed)","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_4.png","Gate A2","Massage"
"https://www.jfkairport.com/static/img/srs/Beauty-and-Spa.svg","XpresSpa (Temporarily Closed)","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_4.png","Gate B24","Massage"
"https://www.jfkairport.com/static/img/srs/Beauty-and-Spa.svg","XpresSpa (Temporarily Closed)","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_4.png","Gate B41","Massage"
"https://www.jfkairport.com/static/img/srs/Beauty-and-Spa.svg","XpresSpa (Temporarily Closed)","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_4.png","Retail Hall - West","Massage"
"https://www.jfkairport.com/static/img/srs/Food-and-Beverage.svg","5ive Steak","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Marketplace","Restaurants"
"https://www.jfkairport.com/static/img/srs/Food-and-Beverage.svg","AeroNuova","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Marketplace","Restaurants"
"https://www.jfkairport.com/static/img/srs/Food-and-Beverage.svg","Artichoke Pizza","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Food Hall","Restaurants, Children’s Menu"
"https://www.jfkairport.com/static/img/srs/Food-and-Beverage.svg","Aunt Butchie's Bakery Café","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Gates 14-15","Grab & Go"
"https://www.jfkairport.com/static/img/srs/Food-and-Beverage.svg","Baked by Melissa","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Marketplace","Coffee & Tea, Children’s Menu"
"https://www.jfkairport.com/static/img/srs/Beauty-and-Spa.svg","BeRelax","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Opposite Gates 6-7","Nail Care, Massage"
"https://www.jfkairport.com/static/img/srs/Shop.svg","Blue Sky Traders","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Arrivals Bag Claim 6",""
"https://www.jfkairport.com/static/img/srs/Shop.svg","Blue Sky Traders","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Gates 11-12","Travel Essentials, Gifts & Souvenirs"
"https://www.jfkairport.com/static/img/srs/Shop.svg","Brighton Collectibles","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Gate 21 Concourse Entrance","Fashion & Accessories"
"https://www.jfkairport.com/static/img/srs/Food-and-Beverage.svg","Caribbean Kitchen","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Food Hall","Restaurants, Children’s Menu"
"https://www.jfkairport.com/static/img/srs/Services-and-Amenities.svg","Charging Station","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Departures","Charging Station"
"https://www.jfkairport.com/static/img/srs/Services-and-Amenities.svg","Charging Station","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Welcome Center outside 
 Arrivals Area","Charging Station"
"https://www.jfkairport.com/static/img/srs/Food-and-Beverage.svg","Cibo Express Gourmet Market","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Central Concourse","Grab & Go, Children’s Menu"
"https://www.jfkairport.com/static/img/srs/Food-and-Beverage.svg","Cibo Express Gourmet Market","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","East Concourse","Grab & Go"
"https://www.jfkairport.com/static/img/srs/Food-and-Beverage.svg","Cibo Express Gourmet Market","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Food Court","Grab & Go"
"https://www.jfkairport.com/static/img/srs/Food-and-Beverage.svg","Cibo Express Gourmet Market","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Pre Security - Arrivals","Grab & Go"
"https://www.jfkairport.com/static/img/srs/Food-and-Beverage.svg","Cibo Express Gourmet Market","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Pre Security - Departures","Grab & Go, Children’s Menu"
"https://www.jfkairport.com/static/img/srs/Food-and-Beverage.svg","Cibo Express Gourmet Market","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","South Concourse","Grab & Go"
"https://www.jfkairport.com/static/img/srs/Shop.svg","CLEAN & SAFE TRAVELS","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Marketplace","Convenience Shopping"
"https://www.jfkairport.com/static/img/srs/Shop.svg","CNBC News","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Gate 8 Concourse Entrance","Grab & Go, Books & Magazines"
"https://www.jfkairport.com/static/img/srs/Shop.svg","CNBC News","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Opposite Gate 24","Grab & Go, Books & Magazines"
"https://www.jfkairport.com/static/img/srs/Shop.svg","CNBC News (kiosk)","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Between Gates 6-7","Grab & Go, Books & Magazines"
"https://www.jfkairport.com/static/img/srs/Food-and-Beverage.svg","Custom Burger","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Food Hall","Grab & Go"
"https://www.jfkairport.com/static/img/srs/Food-and-Beverage.svg","Custom Burger / Eggy Weggy","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Food Hall","Restaurants"
"https://www.jfkairport.com/static/img/srs/Food-and-Beverage.svg","Deep Blue on the Fly","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Marketplace","Grab & Go, Children’s Menu"
"https://www.jfkairport.com/static/img/srs/Food-and-Beverage.svg","Deep Blue Sushi","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Marketplace","Restaurants"
"https://www.jfkairport.com/static/img/srs/Food-and-Beverage.svg","Dunkin' Donuts","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Food Court","Coffee & Tea, Children’s Menu"
"https://www.jfkairport.com/static/img/srs/Food-and-Beverage.svg","Dunkin' Donuts","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Pre Security - Arrivals Baggage Claim 4","Coffee & Tea, Children’s Menu"
"https://www.jfkairport.com/static/img/srs/Food-and-Beverage.svg","Dunkin' Donuts (Temporarily Closed)","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Pre Security - Opposite Security Check","Coffee & Tea, Children’s Menu"
"https://www.jfkairport.com/static/img/srs/Food-and-Beverage.svg","Dylan's Candy Bar (Temporarily Closed)","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Gate 20","Grab & Go, Children’s Menu"
"https://www.jfkairport.com/static/img/srs/Food-and-Beverage.svg","Family Restrooms","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Arrivals, Domestic Side","Children’s Menu"
"https://www.jfkairport.com/static/img/srs/Services-and-Amenities.svg","Family Restrooms","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Arrivals, Level1 (near Gate B18/Baggage claim)","Restrooms"
"https://www.jfkairport.com/static/img/srs/Food-and-Beverage.svg","Family Restrooms","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Gate 7,17,19,22,25","Children’s Menu"
"https://www.jfkairport.com/static/img/srs/Food-and-Beverage.svg","H&H Bagel","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Food Hall","Restaurants"
"https://www.jfkairport.com/static/img/srs/Shop.svg","Heritage Books","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Gate 29","Books & Magazines"
"https://www.jfkairport.com/static/img/srs/Food-and-Beverage.svg","Horizon Bakery Café","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Gate 1","Grab & Go, Coffee & Tea"
"https://www.jfkairport.com/static/img/srs/Shop.svg","InMotion","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Marketplace","Travel Essentials, Electronics"
"https://www.jfkairport.com/static/img/srs/Shop.svg","iS Beauty","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Marketplace","Fashion & Accessories, Duty Free"
"https://www.jfkairport.com/static/img/srs/Shop.svg","iS Duty Free","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Marketplace","Grab & Go, Duty Free"
"https://www.jfkairport.com/static/img/srs/Shop.svg","iS Style","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Between Gates 23 & 24","Duty Free"
"https://www.jfkairport.com/static/img/srs/Food-and-Beverage.svg","Jamba Juice/CIBO Express Market","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Marketplace","Grab & Go"
"https://www.jfkairport.com/static/img/srs/Shop.svg","KYLIE","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Gate 23","Gifts & Souvenirs"
"https://www.jfkairport.com/static/img/srs/Shop.svg","KYLIE","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Gate 9-10","Gifts & Souvenirs"
"https://www.jfkairport.com/static/img/srs/Food-and-Beverage.svg","La Vie (Temporarily Closed)","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Gate 22 Concourse Entrance","Restaurants"
"https://www.jfkairport.com/static/img/srs/Food-and-Beverage.svg","Loft","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Opposite Gate 26","Restaurants"
"https://www.jfkairport.com/static/img/srs/Food-and-Beverage.svg","Lucy's Asian Kitchen","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Food Hall","Restaurants"
"https://www.jfkairport.com/static/img/srs/Food-and-Beverage.svg","Market Table & Feature Entrees Bar (Temporarily Closed)","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Food Hall","Restaurants, Grab & Go"
"https://www.jfkairport.com/static/img/srs/Food-and-Beverage.svg","New York Sports Grill","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Gates 9-10","Restaurants"
"https://www.jfkairport.com/static/img/srs/Services-and-Amenities.svg","Nursing Suite","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Gate 1","Nursing Suites"
"https://www.jfkairport.com/static/img/srs/Services-and-Amenities.svg","Nursing Suite","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Gate 12","Nursing Suites"
"https://www.jfkairport.com/static/img/srs/Services-and-Amenities.svg","Nursing Suite","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Gate 27","Nursing Suites"
"https://www.jfkairport.com/static/img/srs/Shop.svg","NY Minute","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Gate 27","Gifts & Souvenirs"
"https://www.jfkairport.com/static/img/srs/Food-and-Beverage.svg","Piquillo (Temporarily Closed)","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Marketplace","Restaurants, Bar"
"https://www.jfkairport.com/static/img/srs/Food-and-Beverage.svg","Re:Vive Bars","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Gate 18","Restaurants"
"https://www.jfkairport.com/static/img/srs/Food-and-Beverage.svg","Re:Vive Bars","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Gate 6","Restaurants"
"https://www.jfkairport.com/static/img/srs/Food-and-Beverage.svg","Re:Vive Bars","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Gates 14-15","Restaurants"
"https://www.jfkairport.com/static/img/srs/Food-and-Beverage.svg","Re:Vive Bars","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Gates 24-25","Restaurants"
"https://www.jfkairport.com/static/img/srs/Food-and-Beverage.svg","Re:Vive Bars","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Outside Food Hall","Restaurants"
"https://www.jfkairport.com/static/img/srs/Services-and-Amenities.svg","Restrooms","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Arrivals, Level 1 (near Baggage claim)","Restrooms"
"https://www.jfkairport.com/static/img/srs/Services-and-Amenities.svg","Restrooms","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Arrivals, Level 1 (near Passport Control)","Restrooms"
"https://www.jfkairport.com/static/img/srs/Services-and-Amenities.svg","Restrooms","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Departures, Level 3 (near Check-In)","Restrooms"
"https://www.jfkairport.com/static/img/srs/Services-and-Amenities.svg","Restrooms","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Departures, Level 3 (near Gate 18 & 19)","Restrooms"
"https://www.jfkairport.com/static/img/srs/Services-and-Amenities.svg","Restrooms","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Departures, Level 3 (near Gate 22)","Restrooms"
"https://www.jfkairport.com/static/img/srs/Services-and-Amenities.svg","Restrooms","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Departures, Level 3 (near Gate 27)","Restrooms"
"https://www.jfkairport.com/static/img/srs/Services-and-Amenities.svg","Restrooms","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Departures, Level 3 (near Gate 6)","Restrooms"
"https://www.jfkairport.com/static/img/srs/Services-and-Amenities.svg","Restrooms","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Departures, Level 3 (near Marketplace)","Restrooms"
"https://www.jfkairport.com/static/img/srs/Food-and-Beverage.svg","Revolucion","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Gates 11-12","Restaurants"
"https://www.jfkairport.com/static/img/srs/Shop.svg","Ron Jon Surf Shop","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Marketplace","Fashion & Accessories"
"https://www.jfkairport.com/static/img/srs/Services-and-Amenities.svg","Secure Wrap","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","North Departures Hall","Ground Transportation, Baggage Storage"
"https://www.jfkairport.com/static/img/srs/Services-and-Amenities.svg","Secure Wrap (Temporarily Closed)","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","South Departures Hall","Ground Transportation, Baggage Storage"
"https://www.jfkairport.com/static/img/srs/Services-and-Amenities.svg","Service Animal/Pet Relief Area","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Gate 28","Service Animal & Pet Relief"
"https://www.jfkairport.com/static/img/srs/Services-and-Amenities.svg","Service Animal/Pet Relief Area","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Outdoor, Arrivals Area, North End","Service Animal & Pet Relief"
"https://www.jfkairport.com/static/img/srs/Shop.svg","Sound","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Gate 23","Electronics"
"https://www.jfkairport.com/static/img/srs/Shop.svg","Sound","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Gate 6 -7","Electronics"
"https://www.jfkairport.com/static/img/srs/Shop.svg","Sound","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Gate 9-10","Electronics"
"https://www.jfkairport.com/static/img/srs/Food-and-Beverage.svg","Starbucks","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Gate 22","Grab & Go, Coffee & Tea"
"https://www.jfkairport.com/static/img/srs/Services-and-Amenities.svg","Travelers Aid","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Arrivals at Welcome Center (718) 656-4870","Service Animal & Pet Relief"
"https://www.jfkairport.com/static/img/srs/Services-and-Amenities.svg","Travelex ATM","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Departures","ATM"
"https://www.jfkairport.com/static/img/srs/Services-and-Amenities.svg","Travelex ATM","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Gate 10","ATM"
"https://www.jfkairport.com/static/img/srs/Services-and-Amenities.svg","Travelex ATM","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Gate 12","ATM"
"https://www.jfkairport.com/static/img/srs/Services-and-Amenities.svg","Travelex ATM","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Gate 23","ATM"
"https://www.jfkairport.com/static/img/srs/Services-and-Amenities.svg","Travelex ATM","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Gate 6","ATM"
"https://www.jfkairport.com/static/img/srs/Services-and-Amenities.svg","Travelex ATM","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Gate 7","ATM"
"https://www.jfkairport.com/static/img/srs/Services-and-Amenities.svg","USO Center","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Street level, arrivals area - Across from baggage carousel 2","Lounges"
"https://www.jfkairport.com/static/img/srs/Services-and-Amenities.svg","Welcome Center","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Outside Arrivals Area","Airport Information"
"https://www.jfkairport.com/static/img/srs/Shop.svg","WFAN 66AM","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Gates 21 Concourse Entrance","Gifts & Souvenirs"
"https://www.jfkairport.com/static/img/srs/Shop.svg","WhereTraveler Books and More","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Marketplace","Grab & Go, Books & Magazines"
"https://www.jfkairport.com/static/img/srs/Food-and-Beverage.svg","World Bean","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Gate 6","Coffee & Tea"
"https://www.jfkairport.com/static/img/srs/Food-and-Beverage.svg","World Bean Coffee Bar & Cafe","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_5.png","Gate 19","Coffee & Tea"
"https://www.jfkairport.com/static/img/srs/Services-and-Amenities.svg","Adams Healthcare Services","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_7.png","Departures - Landside","Medical Office"
"https://www.jfkairport.com/static/img/srs/Food-and-Beverage.svg","Apartment 7B","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_7.png","Food Court","Grab & Go, Coffee & Tea, Children’s Menu"
"https://www.jfkairport.com/static/img/srs/Food-and-Beverage.svg","APT 7B","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_7.png","Near Gate 6","$2 Water"
"","Best-Buy (kiosk)","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_7.png","Gates 3-4",""
"https://www.jfkairport.com/static/img/srs/Food-and-Beverage.svg","Brooklyn Rebel","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_7.png","Food Court","Restaurants"
"https://www.jfkairport.com/static/img/srs/Services-and-Amenities.svg","Charging Stations","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_7.png","""Welcome Center outside Arrivals Area""","Charging Station"
"https://www.jfkairport.com/static/img/srs/Services-and-Amenities.svg","Charging Stations","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_7.png","Arrivals Hall","Charging Station"
"https://www.jfkairport.com/static/img/srs/Services-and-Amenities.svg","Charging Stations","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_7.png","Gates 6, 7, 8 11, 12","Charging Station"
"https://www.jfkairport.com/static/img/srs/Services-and-Amenities.svg","Concorde Lounge","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_7.png","Near Gate 1","Lounges"
"https://www.jfkairport.com/static/img/srs/Services-and-Amenities.svg","CXI - Currency Exchange International","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_7.png","Arrivals","Currency Exchange"
"https://www.jfkairport.com/static/img/srs/Services-and-Amenities.svg","CXI - Currency Exchange International","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_7.png","Departures - Near Gate 3/4","Currency Exchange"
"https://www.jfkairport.com/static/img/srs/Food-and-Beverage.svg","Dunkin Donuts","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_7.png","Gate 10","Grab & Go, Coffee & Tea, Children’s Menu"
"https://www.jfkairport.com/static/img/srs/Food-and-Beverage.svg","Dunkin Donuts (Temporarily Closed)","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_7.png","Arrivals Area","Grab & Go, Coffee & Tea, Children’s Menu"
"https://www.jfkairport.com/static/img/srs/Shop.svg","Duty Free Americas","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_7.png","Immediately Post-Security","Gifts & Souvenirs, Electronics, Duty Free, Cosmetics & Skin Care"
"https://www.jfkairport.com/static/img/srs/Services-and-Amenities.svg","Family Restrooms","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_7.png","Arrivals Domestic Side","Restrooms"
"https://www.jfkairport.com/static/img/srs/Services-and-Amenities.svg","Family Restrooms","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_7.png","Gate 10","Restrooms"
"https://www.jfkairport.com/static/img/srs/Services-and-Amenities.svg","Family Restrooms","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_7.png","Gate 11","Restrooms"
"https://www.jfkairport.com/static/img/srs/Food-and-Beverage.svg","Hudson (Gate 5/6)","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_7.png","(Gate 5/6)","$2 Water"
"https://www.jfkairport.com/static/img/srs/Food-and-Beverage.svg","Hudson (Gates 7/8)","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_7.png","Gates 7/8","$2 Water"
"https://www.jfkairport.com/static/img/srs/Shop.svg","Hudson News","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_7.png","Arrivals Area",""
"https://www.jfkairport.com/static/img/srs/Shop.svg","Hudson News","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_7.png","Gates 5-6","Gifts & Souvenirs, Books & Magazines"
"https://www.jfkairport.com/static/img/srs/Shop.svg","Hudson News","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_7.png","Gates 7-8","Gifts & Souvenirs, Books & Magazines"
"https://www.jfkairport.com/static/img/srs/Food-and-Beverage.svg","Hudson News (Arrivals)","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_7.png","Arrivals","$2 Water"
"https://www.jfkairport.com/static/img/srs/Shop.svg","Hudson News (Temporarily Closed)","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_7.png","Gates 11-12","Gifts & Souvenirs, Books & Magazines"
"https://www.jfkairport.com/static/img/srs/Food-and-Beverage.svg","Irving Farm Coffee (Temporarily Closed)","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_7.png","Food Court","Grab & Go, Coffee & Tea"
"https://www.jfkairport.com/static/img/srs/Food-and-Beverage.svg","Kobeyaki (Temporarily Closed)","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_7.png","Food Court","Restaurants"
"https://www.jfkairport.com/static/img/srs/Food-and-Beverage.svg","Le Grand Comptoir","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_7.png","Food Court","Restaurants, Bar"
"https://www.jfkairport.com/static/img/srs/Shop.svg","Luxury Boutiques","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_7.png","Retail Hall","Gifts & Souvenirs"
"https://www.jfkairport.com/static/img/srs/Shop.svg","Macallan Boutique","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_7.png","Retail Hall","Gifts & Souvenirs, Books & Magazines"
"https://www.jfkairport.com/static/img/srs/Services-and-Amenities.svg","Nursing Suite","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_7.png","adjacent to Gate 10","Nursing Suites"
"https://www.jfkairport.com/static/img/srs/Services-and-Amenities.svg","Nursing Suite","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_7.png","Gates 3-4","Nursing Suites"
"https://www.jfkairport.com/static/img/srs/Services-and-Amenities.svg","Restrooms","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_7.png","Arrivals, Level 1","Restrooms"
"https://www.jfkairport.com/static/img/srs/Services-and-Amenities.svg","Restrooms","https://www.jfkairport.com/static/JFK/terminalImages/Terminal_7.png","Arrivals, Level 1 (near Passport Control)","Restrooms"
