"tiles-wrapper src","tiles-wrapper","pull-left src","pull-left","col-xs-12"
"https://www.newarkairport.com/static/img/srs/Food-and-Beverage.svg","Villa Fresh Italian Kitchen","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_A.png","A Food Court","Restaurants, Grab & Go, Children’s Menu"
"https://www.newarkairport.com/static/img/srs/Services-and-Amenities.svg","Welcome Center","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_A.png","Inside Baggage Claim Area (Level 1) between Doors 4 & 5","Airport Information"
"https://www.newarkairport.com/static/img/srs/Shop.svg","All You Need","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B1 Connector","Travel Essentials, Grab & Go, Gifts & Souvenirs, Family Friendly, Child Care Supplies, Books & Magazines"
"https://www.newarkairport.com/static/img/srs/Food-and-Beverage.svg","All You Need","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B1 Connector","$2 Water"
"https://www.newarkairport.com/static/img/srs/Shop.svg","All You Need","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B1 Rotunda","Travel Essentials, Grab & Go, Gifts & Souvenirs, Family Friendly, Convenience Shopping, Child Care Supplies, Books & Magazines"
"https://www.newarkairport.com/static/img/srs/Food-and-Beverage.svg","All You Need","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B1 Satellite","$2 Water"
"https://www.newarkairport.com/static/img/srs/Shop.svg","America!","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B1","Gifts & Souvenirs, Convenience Shopping"
"https://www.newarkairport.com/static/img/srs/Shop.svg","America! Kiosk","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B3 Rotunda","Fashion & Accessories"
"https://www.newarkairport.com/static/img/srs/Food-and-Beverage.svg","Belgian Beer Café","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B2 Rotunda","Restaurants"
"https://www.newarkairport.com/static/img/srs/Services-and-Amenities.svg","British Airways Lounge","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B2 Concourse","Lounges"
"https://www.newarkairport.com/static/img/srs/Food-and-Beverage.svg","Budweiser Brew House","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B Concourse","$2 Water"
"https://www.newarkairport.com/static/img/srs/Food-and-Beverage.svg","Budweiser Brewhouse","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","Pre Security B1","Restaurants, Grab & Go, Bar"
"https://www.newarkairport.com/static/img/srs/Services-and-Amenities.svg","Charging Stations","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","Throughout the Terminal","Charging Station"
"https://www.newarkairport.com/static/img/srs/Services-and-Amenities.svg","Currency Exchange International","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B3 Rotunda","Currency Exchange"
"https://www.newarkairport.com/static/img/srs/Services-and-Amenities.svg","Currency Exchange International","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B3 Satellite","Currency Exchange"
"https://www.newarkairport.com/static/img/srs/Services-and-Amenities.svg","Currency Exchange International","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","Near B AirTrain","Currency Exchange"
"https://www.newarkairport.com/static/img/srs/Services-and-Amenities.svg","Delta Sky Club","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B1 Concourse","Lounges"
"https://www.newarkairport.com/static/img/srs/Food-and-Beverage.svg","Discover New Jersey","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B Concourse","$2 Water"
"","Discovery NJ","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B1 Pre-security",""
"https://www.newarkairport.com/static/img/srs/Food-and-Beverage.svg","Drop water","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B1","Grab & Go"
"https://www.newarkairport.com/static/img/srs/Food-and-Beverage.svg","Dunkin Donuts","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","Baggage Level 1","$2 Water"
"https://www.newarkairport.com/static/img/srs/Food-and-Beverage.svg","Dunkin Donuts","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","Level 1 next to Spirit Check-In Counter","Grab & Go, Coffee & Tea"
"https://www.newarkairport.com/static/img/srs/Food-and-Beverage.svg","Dunkin Donuts","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","NEC Station","$2 Water"
"https://www.newarkairport.com/static/img/srs/Food-and-Beverage.svg","Dunkin' Donuts Express","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","NEC Station","Coffee & Tea"
"https://www.newarkairport.com/static/img/srs/Food-and-Beverage.svg","Dunkin' Donuts Express (Temporarily Closed)","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B Level 3","Coffee & Tea"
"https://www.newarkairport.com/static/img/srs/Food-and-Beverage.svg","EJE Duty Free","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B Concourse","$2 Water"
"https://www.newarkairport.com/static/img/srs/Food-and-Beverage.svg","EJE Duty Free","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B1 Satellite","$2 Water"
"https://www.newarkairport.com/static/img/srs/Food-and-Beverage.svg","EJE Duty Free","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B2 Connector","$2 Water"
"https://www.newarkairport.com/static/img/srs/Food-and-Beverage.svg","EJE Duty Free","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B3 Connector","$2 Water"
"https://www.newarkairport.com/static/img/srs/Food-and-Beverage.svg","EJE Duty Free","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B3 Satellite","$2 Water"
"https://www.newarkairport.com/static/img/srs/Shop.svg","EJE Travel Retail  Duty Free","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B1 Rotunda","Gifts & Souvenirs, Fashion & Accessories, Duty Free"
"https://www.newarkairport.com/static/img/srs/Shop.svg","EJE Travel Retail Duty Free","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","Near B3 Concourse Entrance","Spirits & Wine, Gifts & Souvenirs, Duty Free"
"https://www.newarkairport.com/static/img/srs/Shop.svg","EJE Travel Retail Duty Free Shop","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B2 Rotunda","Spirits & Wine, Gifts & Souvenirs, Fashion & Accessories, Duty Free"
"https://www.newarkairport.com/static/img/srs/Shop.svg","EJE Travel Retail Duty Free Shop","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B3 Rotunda","Spirits & Wine, Gifts & Souvenirs, Fashion & Accessories, Duty Free"
"https://www.newarkairport.com/static/img/srs/Food-and-Beverage.svg","Farmer's Fridge","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B1 Rotunda","Grab & Go"
"https://www.newarkairport.com/static/img/srs/Food-and-Beverage.svg","Farmers Fridge","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","Concourse","Grab & Go"
"https://www.newarkairport.com/static/img/srs/Food-and-Beverage.svg","Firehouse Subs","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B1 Connector","$2 Water"
"https://www.newarkairport.com/static/img/srs/Food-and-Beverage.svg","Firehouse Subs","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B1 Connector","Restaurants, Grab & Go"
"","Go Travel","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","Food Court",""
"https://www.newarkairport.com/static/img/srs/Shop.svg","InMotion Entertainment","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B3 Rotunda","Electronics"
"https://www.newarkairport.com/static/img/srs/Food-and-Beverage.svg","Jersey Reserve","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B Int'l Arrivals","$2 Water"
"https://www.newarkairport.com/static/img/srs/Food-and-Beverage.svg","Jersey Reserve","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B3 Satellite","$2 Water"
"https://www.newarkairport.com/static/img/srs/Food-and-Beverage.svg","Liberty Diner (Temporarily Closed)","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","Near B3 Concourse Entrance","Restaurants"
"https://www.newarkairport.com/static/img/srs/Food-and-Beverage.svg","Lick","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B3 Connector","$2 Water"
"https://www.newarkairport.com/static/img/srs/Shop.svg","Lick","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B3 Rotunda","Gifts & Souvenirs"
"https://www.newarkairport.com/static/img/srs/Food-and-Beverage.svg","Little Tony's","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B1 Connector","Restaurants, Grab & Go, Coffee & Tea, Bar"
"https://www.newarkairport.com/static/img/srs/Food-and-Beverage.svg","Little Tony's Pizza","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B1 Connector","$2 Water"
"https://www.newarkairport.com/static/img/srs/Services-and-Amenities.svg","Lufthansa Senator Lounge","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B3 Concourse","Lounges"
"https://www.newarkairport.com/static/img/srs/Food-and-Beverage.svg","Malone's Fish Market","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B1 Concourse","Restaurants, Grab & Go, Bar"
"https://www.newarkairport.com/static/img/srs/Food-and-Beverage.svg","Malone's Fish Market","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B1 Connector","$2 Water"
"https://www.newarkairport.com/static/img/srs/Services-and-Amenities.svg","MAMAVA Lactation Pod","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","Terminal B1 Satellite/Gates, Located near gate B47","MAMAVA Lactation Pod"
"https://www.newarkairport.com/static/img/srs/Services-and-Amenities.svg","MAMAVA Lactation Pod","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","Terminal B2 Satellite, Located on the TSA post security side of B2 satellite","MAMAVA Lactation Pod"
"https://www.newarkairport.com/static/img/srs/Services-and-Amenities.svg","MAMAVA Lactation Pod","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","Terminal B3 Satellite, Located at Terminal B3 Satellite walkway","MAMAVA Lactation Pod"
"https://www.newarkairport.com/static/img/srs/Food-and-Beverage.svg","Panda Express","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B Fd Court","$2 Water"
"https://www.newarkairport.com/static/img/srs/Food-and-Beverage.svg","Panda Express","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","Foodhall presecurity","Restaurants, Grab & Go"
"https://www.newarkairport.com/static/img/srs/Food-and-Beverage.svg","Piattino","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B3","Restaurants"
"https://www.newarkairport.com/static/img/srs/Shop.svg","Prepango ShopAll Pharmacy","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","TB","Travel Essentials"
"https://www.newarkairport.com/static/img/srs/Food-and-Beverage.svg","Safe Travels","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B1 Rotunda","Grab & Go"
"https://www.newarkairport.com/static/img/srs/Food-and-Beverage.svg","Safe Travels","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B3 2nd level Pre-Security","Grab & Go"
"https://www.newarkairport.com/static/img/srs/Food-and-Beverage.svg","Safe Travels","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B3 3rd level Pre-Security","Grab & Go"
"https://www.newarkairport.com/static/img/srs/Food-and-Beverage.svg","Safe Travels","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B3 Rotunda","Grab & Go"
"https://www.newarkairport.com/static/img/srs/Food-and-Beverage.svg","Salsarita's","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B Fd Court","$2 Water"
"https://www.newarkairport.com/static/img/srs/Food-and-Beverage.svg","Salsarita's Mexican Grill","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","Food Court","Restaurants, Grab & Go"
"https://www.newarkairport.com/static/img/srs/Services-and-Amenities.svg","SAS Lounge","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B3 Concourse","Lounges"
"https://www.newarkairport.com/static/img/srs/Services-and-Amenities.svg","Service Animal/ Pet Relief Area","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B Outside Courtyard (across from Building 125)","Service Animal & Pet Relief"
"https://www.newarkairport.com/static/img/srs/Services-and-Amenities.svg","Service Animal/ Pet Relief Area","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B1 Connector (next to Delta Sky Club)","Service Animal & Pet Relief"
"https://www.newarkairport.com/static/img/srs/Services-and-Amenities.svg","Service Animal/ Pet Relief Area","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B-2 satellite (Gate 57)","Service Animal & Pet Relief"
"https://www.newarkairport.com/static/img/srs/Services-and-Amenities.svg","Service Animal/ Pet Relief Area","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B-3 satellite (Gates 65 and 66)","Service Animal & Pet Relief"
"https://www.newarkairport.com/static/img/srs/Shop.svg","Sims on the Go","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","International Arrivals","Electronics"
"https://www.newarkairport.com/static/img/srs/Food-and-Beverage.svg","Smashburger","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B Fd Court","$2 Water"
"https://www.newarkairport.com/static/img/srs/Food-and-Beverage.svg","Smashburger","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","Liberty Terrace Food Hall Pre-Security","Restaurants, Grab & Go"
"https://www.newarkairport.com/static/img/srs/Food-and-Beverage.svg","Sora Japanese Cuisine & Sushi","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B1 Connector","$2 Water"
"https://www.newarkairport.com/static/img/srs/Food-and-Beverage.svg","Sora Japanese Cuisine & Sushi Bar","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B1 Rotunda","Restaurants, Grab & Go, Coffee & Tea"
"https://www.newarkairport.com/static/img/srs/Services-and-Amenities.svg","Spirit Airlines Baggage Services (678) 973-2402","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","Lower level - center- near B2","Baggage Storage"
"https://www.newarkairport.com/static/img/srs/Food-and-Beverage.svg","Starbucks","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B Food Court","Grab & Go, Coffee & Tea"
"https://www.newarkairport.com/static/img/srs/Food-and-Beverage.svg","Starbucks","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B1 Connector","Coffee & Tea"
"https://www.newarkairport.com/static/img/srs/Food-and-Beverage.svg","StrEAT","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B3 rotunda","Restaurants, Grab & Go, Coffee & Tea"
"https://www.newarkairport.com/static/img/srs/Food-and-Beverage.svg","StrEAT","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B3 Satellite","$2 Water"
"https://www.newarkairport.com/static/img/srs/Food-and-Beverage.svg","The New Stand","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B Concourse (monorail)","$2 Water"
"https://www.newarkairport.com/static/img/srs/Shop.svg","The New Stand","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B2","Travel Essentials, Grab & Go, Gifts & Souvenirs, Child Care Supplies"
"https://www.newarkairport.com/static/img/srs/Food-and-Beverage.svg","The New Stand","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B2 Satellite","$2 Water"
"https://www.newarkairport.com/static/img/srs/Food-and-Beverage.svg","The New Stand","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B3 Connector","$2 Water"
"https://www.newarkairport.com/static/img/srs/Food-and-Beverage.svg","The New Stand","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","Level 2","$2 Water"
"https://www.newarkairport.com/static/img/srs/Shop.svg","The New Stand","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","Near Train Station - B12","Travel Essentials, Grab & Go, Gifts & Souvenirs, Family Friendly, Child Care Supplies"
"https://www.newarkairport.com/static/img/srs/Food-and-Beverage.svg","The Unusual Times","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B2 Rotunda","Restaurants, Grab & Go, Coffee & Tea, Bar"
"https://www.newarkairport.com/static/img/srs/Food-and-Beverage.svg","Tony & Benny’s","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","Food court","Restaurants, Grab & Go, Coffee & Tea, Children’s Menu"
"https://www.newarkairport.com/static/img/srs/Services-and-Amenities.svg","Travelers Aid","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","""Visit the Welcome Center in Arrivals to find out where Travelers Aid Representatives are located or call 1-973-623-5052""","Airport Information"
"https://www.newarkairport.com/static/img/srs/Food-and-Beverage.svg","Vino Volo (Temporarily Closed)","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B3 Rotunda","Restaurants"
"https://www.newarkairport.com/static/img/srs/Services-and-Amenities.svg","Virgin Atlantic Lounge","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B2 Concourse","Lounges"
"https://www.newarkairport.com/static/img/srs/Food-and-Beverage.svg","Voyage","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B1 Connector","$2 Water"
"https://www.newarkairport.com/static/img/srs/Shop.svg","Voyage","https://www.newarkairport.com/static/EWR/terminalImages/Terminal_B.png","B1 Rotunda","Fashion & Accessories"
